Gender,Branch,College_Tier,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Technical_Score,Backlogs,Attendance_Percentage,Certifications,Coding_Rating,Placement,Salary_LPA
Male,CSE,Tier 2,7.04,1,7,45,75,55,2,68.23,4,1249,0,0
Female,MECH,Tier 2,8.13,5,2,46,60,63,3,76.61,2,1686,0,0
Male,IT,Tier 1,9.06,1,1,62,40,87,1,68.53,5,1512,1,17.43
Female,CSE,Tier 3,6.19,5,4,51,50,52,1,99.7,1,1112,0,0
Female,IT,Tier 2,6.73,2,6,85,69,94,2,82.53,2,1243,1,14.47
Female,CIVIL,Tier 2,8.28,3,1,76,75,99,2,92.17,7,1946,1,17.94
Male,MECH,Tier 1,5.12,2,9,82,41,92,2,66.65,6,1023,1,10.95
Male,CIVIL,Tier 3,5.31,1,6,59,72,87,1,84.41,6,1837,0,0
Female,IT,Tier 3,5.49,1,8,95,70,82,4,74.07,5,1102,0,0
Female,CSE,Tier 1,5.71,0,8,93,93,92,2,85.64,6,1479,1,12.59
Female,EEE,Tier 2,8.11,2,8,78,95,88,0,85.93,5,1280,1,16.8
Female,CSE,Tier 2,7.51,0,9,94,89,75,0,67.5,3,898,1,13
Female,EEE,Tier 3,7.08,0,7,70,53,65,3,87.89,0,1361,0,0
Male,IT,Tier 3,9.19,1,9,69,52,49,0,92.5,2,900,0,0
Male,MECH,Tier 2,8.3,1,7,72,64,56,3,71.82,5,1254,0,0
Male,CIVIL,Tier 3,6.3,2,5,53,84,67,2,84.06,1,1462,0,0
Female,CSE,Tier 3,9.63,2,5,45,57,87,2,86.3,4,949,0,0
Male,CSE,Tier 1,8.48,1,5,62,61,76,3,65.13,2,971,1,17.48
Female,IT,Tier 2,5.75,2,6,95,41,46,0,88.9,6,913,0,0
Female,ECE,Tier 1,5.71,0,1,58,75,79,3,77.89,0,1383,0,0
Female,MECH,Tier 2,6.06,4,3,88,75,43,2,98.9,3,1600,0,0
Male,CSE,Tier 3,9.3,5,8,59,68,93,4,89.46,7,1531,0,0
Female,IT,Tier 2,9.94,2,6,50,78,56,1,85.85,3,1258,1,18.03
Female,CIVIL,Tier 3,9.41,4,8,75,92,71,1,97.08,3,1541,1,18.28
Female,IT,Tier 1,5.39,5,4,74,90,81,1,65.62,0,1119,1,12.76
Female,IT,Tier 3,8.32,3,5,57,89,90,2,77.47,1,1999,0,0
Female,ECE,Tier 3,6.77,1,3,47,75,98,2,63.38,6,1843,0,0
Female,CSE,Tier 3,7.61,5,8,40,98,66,3,95.16,5,986,0,0
Female,IT,Tier 1,7.5,3,1,95,48,75,4,69.94,6,1706,1,16.99
Male,ECE,Tier 3,7.92,1,6,61,76,94,1,97.26,3,1174,0,0
Female,EEE,Tier 3,5.28,3,5,68,66,82,2,75.19,5,1177,0,0
Female,ECE,Tier 1,8.2,5,4,99,91,86,0,73.16,1,1734,1,19.58
Female,CSE,Tier 1,7.95,0,7,49,59,76,1,75.57,6,1680,1,14.58
Male,IT,Tier 2,8.54,4,8,83,51,40,1,86.35,4,1269,1,16.38
Female,MECH,Tier 1,8.86,4,4,61,53,54,1,71.34,4,894,1,17.67
Female,CSE,Tier 1,7.57,3,8,95,50,83,0,83.34,2,975,1,14.83
Male,EEE,Tier 3,8.65,5,3,99,78,42,2,80.92,5,1092,0,0
Male,MECH,Tier 2,5.11,3,6,84,55,77,0,61.37,4,906,1,11.12
Female,MECH,Tier 2,6.16,0,1,81,89,78,0,77.49,2,915,0,0
Male,EEE,Tier 1,9.62,5,5,70,87,57,0,94.46,7,1698,1,20.33
Male,MECH,Tier 3,5.91,1,9,84,64,93,0,85.94,6,1551,0,0
Female,EEE,Tier 2,6,3,5,74,61,65,2,95.27,4,1397,0,0
Male,CSE,Tier 3,5.44,2,7,59,99,57,2,98.96,5,1384,0,0
Male,CSE,Tier 1,5.88,5,3,59,44,45,4,69.89,6,1679,0,0
Male,ECE,Tier 2,9.48,2,3,74,91,94,0,95.14,2,1179,1,17.94
Male,MECH,Tier 1,6.43,5,7,54,71,51,0,99.45,3,1721,1,15.96
Female,EEE,Tier 2,7.01,1,7,42,92,43,1,79.38,3,1603,0,0
Female,MECH,Tier 1,7.52,1,8,94,81,91,0,98.64,0,1693,1,15.75
Female,MECH,Tier 2,6.08,5,6,49,98,96,2,64.29,1,1477,1,15.67
Female,MECH,Tier 3,6.59,2,2,93,40,77,0,65.63,5,912,0,0
Female,IT,Tier 3,9.55,2,1,49,79,91,1,62.47,5,1984,0,0
Male,CSE,Tier 2,6.99,1,1,78,75,63,0,63.89,4,1006,0,0
Female,CSE,Tier 3,6.23,4,2,52,76,58,2,73.31,0,1408,0,0
Male,CSE,Tier 1,5.83,3,9,54,45,48,1,69.14,0,1441,1,12.95
Female,IT,Tier 2,6.78,3,7,60,74,40,0,61.99,4,1952,1,15.06
Female,IT,Tier 1,7.42,1,3,71,73,90,4,79.08,1,1059,1,14.67
Female,CSE,Tier 2,6.74,0,5,75,69,90,2,86.78,4,1016,0,0
Female,CIVIL,Tier 1,6.55,4,8,60,85,82,4,89.03,5,1081,1,14.53
Female,MECH,Tier 1,8.04,2,9,96,55,85,3,87.1,6,1702,1,17.15
Male,ECE,Tier 3,8.05,3,2,60,94,57,3,87.95,4,887,0,0
Male,CIVIL,Tier 3,7.94,3,5,90,67,99,1,93.89,7,923,0,0
Female,IT,Tier 1,9.7,3,6,93,84,91,2,69.29,7,1267,1,20.38
Female,MECH,Tier 1,9.47,0,6,52,47,88,1,62.88,5,882,1,16.97
Female,ECE,Tier 3,7.07,1,8,63,55,61,4,85.53,6,1389,0,0
Female,MECH,Tier 2,8.32,5,3,50,58,63,1,96.95,5,1772,1,18.47
Male,IT,Tier 2,6.71,3,5,45,42,64,4,90.72,6,1993,0,0
Male,IT,Tier 1,7.57,3,4,51,75,45,4,75.38,6,919,0,0
Female,CIVIL,Tier 3,5.47,4,6,72,73,78,3,81.01,2,1098,0,0
Female,CSE,Tier 3,6.79,1,7,49,78,69,1,78.38,5,1310,0,0
Male,CIVIL,Tier 1,8.22,3,1,70,62,87,1,88.17,0,1459,1,16.9
Male,CIVIL,Tier 3,7.25,0,7,88,97,74,4,94.65,0,1397,0,0
Female,MECH,Tier 2,6.02,5,1,79,93,60,2,95.21,1,1880,0,0
Male,EEE,Tier 1,5.2,1,1,47,59,71,1,80.6,7,1158,0,0
Female,IT,Tier 1,7.85,2,7,70,92,60,3,71.82,4,1565,1,16.09
Female,CSE,Tier 2,8.37,3,7,82,77,77,4,97.75,0,1240,1,15.34
Male,MECH,Tier 3,8.64,3,5,80,74,78,0,78.55,3,1009,0,0
Female,EEE,Tier 1,5.56,1,9,81,44,66,2,68.93,3,862,1,10.13
Female,MECH,Tier 2,9.25,5,4,65,62,56,3,96.91,5,1850,1,19.47
Female,CSE,Tier 1,5.06,1,1,78,80,99,1,79.35,6,1910,1,13.38
Female,IT,Tier 3,7.81,2,1,86,49,97,0,64.71,4,953,0,0
Female,ECE,Tier 2,8.79,3,2,57,73,94,0,93.69,3,1854,1,18.58
Female,EEE,Tier 2,6.47,1,8,92,64,56,0,75.7,0,945,1,11.86
Female,MECH,Tier 2,5.19,2,5,68,85,93,2,60.73,0,1291,0,0
Female,IT,Tier 1,8.76,5,5,78,96,48,4,67.83,6,1900,1,19.68
Male,EEE,Tier 3,7.5,1,2,61,44,87,0,84.23,1,1889,0,0
Male,EEE,Tier 2,9.44,0,7,58,98,81,0,73.1,3,1302,1,16.74
Female,CIVIL,Tier 1,9.55,0,5,80,80,44,3,98.65,0,1890,1,16.66
Male,MECH,Tier 2,9.59,4,8,52,76,89,4,95.71,5,1259,1,19.55
Female,MECH,Tier 2,9.97,2,5,72,66,52,0,98.55,4,1173,1,17.63
Male,EEE,Tier 1,7.94,2,3,81,75,54,4,96.85,7,1728,1,16.96
Male,MECH,Tier 2,5.84,3,7,59,97,71,0,60.72,2,1152,1,10.27
Male,CIVIL,Tier 1,7.8,3,5,59,51,95,4,72.54,2,1701,1,17.43
Female,MECH,Tier 2,5.19,0,7,64,96,80,0,87.11,4,1212,1,9.65
Female,ECE,Tier 2,5.22,5,7,63,75,99,0,92.26,6,1781,1,15.38
Male,IT,Tier 1,7.66,0,2,42,60,94,2,85.93,3,1552,1,15.1
Male,ECE,Tier 1,8.07,0,1,41,53,82,1,71.26,0,1758,1,16.36
Female,EEE,Tier 1,7.86,5,5,77,46,66,3,64.11,7,1905,1,19.44
Male,CSE,Tier 1,8.56,5,6,66,99,92,4,96.33,2,1405,1,19.42
Male,EEE,Tier 2,7.62,2,2,60,99,89,0,61.47,5,1243,1,15.31
Female,ECE,Tier 3,6.81,5,5,50,42,57,3,86.94,7,1005,0,0
Male,MECH,Tier 1,6.71,0,2,58,77,64,4,62.31,7,1128,0,0
Female,CSE,Tier 3,8.56,5,7,90,89,68,4,82.72,5,806,0,0
Male,ECE,Tier 3,6.65,0,2,74,80,58,4,82.73,2,1536,0,0
Female,IT,Tier 1,5.27,3,6,70,78,83,2,72.11,1,963,1,11.39
Female,IT,Tier 1,6.11,2,5,61,55,85,2,73.45,1,1474,1,13.9
Female,IT,Tier 1,9,0,7,96,44,71,2,80.95,0,1671,1,16.8
Male,MECH,Tier 2,7.55,2,1,86,94,82,1,67.56,2,1327,1,15.06
Male,CIVIL,Tier 3,6.35,3,5,79,86,43,1,82,2,1679,0,0
Male,EEE,Tier 1,7.91,1,7,59,76,93,4,90.02,7,1810,1,18.08
Male,CIVIL,Tier 3,6.76,0,8,98,97,81,1,97.4,3,860,0,0
Female,IT,Tier 3,9.48,1,4,83,95,54,3,76.78,0,1033,0,0
Male,ECE,Tier 2,7.11,3,9,82,52,80,3,78.58,2,1817,1,14.97
Male,CIVIL,Tier 2,8.2,5,9,85,75,94,3,91.34,5,1932,1,19.37
Male,EEE,Tier 2,7.27,3,8,95,50,66,3,82.31,7,1985,1,16.74
Male,IT,Tier 1,7.35,5,8,42,66,52,3,95.8,6,814,1,14.73
Male,ECE,Tier 1,7.28,0,7,94,55,64,4,60.25,2,816,1,12.88
Female,IT,Tier 1,6.05,2,3,76,56,56,2,74.67,2,1150,0,0
Male,ECE,Tier 3,9.53,5,1,85,75,84,2,74.98,3,1108,0,0
Female,CIVIL,Tier 3,7.26,3,3,70,85,52,2,81.1,1,1388,0,0
Male,CIVIL,Tier 3,9.75,1,2,69,75,67,1,67.12,4,1114,0,0
Male,IT,Tier 1,8.46,3,2,49,64,56,4,97.73,0,866,0,0
Female,MECH,Tier 3,8.24,4,1,82,86,89,3,97.68,7,1891,0,0
Female,ECE,Tier 1,7.51,3,7,77,42,79,2,63.6,0,1432,1,16.25
Female,ECE,Tier 1,9.84,3,5,82,67,56,2,75.68,7,1969,1,20.36
Female,CIVIL,Tier 1,6.67,5,5,60,97,43,2,99.62,1,1013,1,13.2
Male,CIVIL,Tier 3,8.64,4,4,84,50,94,2,82.98,7,1939,0,0
Male,CSE,Tier 3,6.08,1,2,73,55,57,1,64.97,0,915,0,0
Male,ECE,Tier 1,6.34,0,2,95,56,86,3,75.45,4,987,1,12
Female,EEE,Tier 3,7.77,4,2,48,42,67,0,68.82,3,1501,0,0
Female,CSE,Tier 2,6.74,1,3,64,54,53,4,81,1,1466,0,0
Male,EEE,Tier 3,7.48,5,9,97,93,71,1,80,0,1759,1,15.6
Female,MECH,Tier 3,6.13,5,4,87,51,74,2,80.28,5,1886,0,0
Male,IT,Tier 1,6.65,0,2,82,44,60,2,87.36,7,1743,0,0
Female,CIVIL,Tier 2,6.13,3,2,48,65,42,4,77.7,0,835,0,0
Female,CIVIL,Tier 1,5.73,3,4,70,89,51,3,64.54,4,1407,1,11.91
Male,CIVIL,Tier 2,7.87,4,7,78,82,70,1,87.09,6,827,1,15.62
Male,IT,Tier 3,5.49,3,6,74,94,96,3,80.94,4,1548,0,0
Female,EEE,Tier 3,8.67,1,7,62,60,57,0,90.24,4,818,0,0
Female,IT,Tier 2,9.68,2,5,74,65,70,4,67.86,1,1786,1,18.31
Male,MECH,Tier 3,8.56,0,5,98,79,77,3,95.04,0,1195,0,0
Female,ECE,Tier 2,6.89,1,1,61,71,78,4,82.47,6,1575,0,0
Female,EEE,Tier 1,5.91,5,9,63,59,78,2,90.56,7,1245,1,15.5
Male,ECE,Tier 2,9.46,3,8,54,94,52,3,75.17,3,1133,1,17.57
Male,CIVIL,Tier 2,8.68,2,5,47,70,99,0,87.61,4,1700,1,18.41
Male,CIVIL,Tier 2,6.27,5,2,51,56,66,3,78.23,4,1066,0,0
Male,MECH,Tier 2,9.26,0,8,66,82,58,1,74.67,5,1244,1,15.04
Female,CIVIL,Tier 3,6.39,0,2,52,64,77,2,93.03,4,1064,0,0
Female,CSE,Tier 2,6.48,2,1,96,67,61,3,82.4,0,842,0,0
Male,IT,Tier 2,7.41,4,5,92,45,65,3,92.35,0,1739,1,16.11
Male,ECE,Tier 1,9,5,4,78,79,40,3,63.66,2,1429,1,18.32
Male,CSE,Tier 1,5.83,5,3,55,65,68,0,62.31,3,1796,1,16.08
Female,IT,Tier 3,5.8,2,7,92,73,48,4,87.2,2,1462,0,0
Male,IT,Tier 1,5.52,1,1,89,59,57,2,79.99,7,1362,0,0
Male,MECH,Tier 1,8.15,2,5,63,47,93,0,63.12,7,1551,1,18.38
Female,IT,Tier 3,7.32,5,3,44,40,97,1,99.85,7,1556,0,0
Male,ECE,Tier 3,8.4,3,8,83,62,83,1,89.62,6,1420,0,0
Female,EEE,Tier 3,5.62,5,7,89,89,53,3,75.1,6,1291,0,0
Female,CSE,Tier 2,6.8,0,3,45,85,78,3,66.68,6,1216,0,0
Male,IT,Tier 3,7.44,5,6,46,74,95,2,94.62,4,1970,0,0
Female,EEE,Tier 2,8.71,5,7,72,65,87,0,90.6,2,1715,1,19.8
Female,IT,Tier 1,9.7,5,1,45,98,72,3,89.05,3,1318,1,18.58
Male,ECE,Tier 1,7.64,4,9,43,83,91,1,96.56,4,1993,1,17.74
Male,CSE,Tier 2,9.83,1,3,74,99,70,2,61.81,5,1352,1,17.78
Male,MECH,Tier 1,9.33,1,9,87,50,72,2,62.66,0,1821,1,18.1
Male,MECH,Tier 1,6.6,5,7,56,74,49,0,65.21,0,1524,1,14.16
Male,ECE,Tier 3,6.98,4,3,80,98,57,2,63.9,7,1894,0,0
Male,CSE,Tier 1,7.74,1,4,82,61,86,0,96.12,5,1609,1,16.71
Female,IT,Tier 2,5.64,4,7,65,47,99,3,71.72,4,951,1,13.74
Female,IT,Tier 1,7.55,2,9,62,65,64,4,73.59,5,1480,1,14.98
Female,CIVIL,Tier 1,7.33,5,8,62,65,93,1,97.52,0,1962,1,19.3
Male,MECH,Tier 1,6.28,1,5,85,93,81,4,79.85,2,934,1,12.83
Male,EEE,Tier 2,9.91,3,6,77,52,85,4,70.76,5,1218,1,18.57
Male,ECE,Tier 3,6.28,4,2,43,45,41,2,83.03,5,812,0,0
Male,EEE,Tier 2,8.06,4,2,85,46,42,1,87.44,0,1306,0,0
Male,CSE,Tier 1,5.52,2,3,44,61,71,1,69.63,4,1994,1,13.59
Female,EEE,Tier 1,7.25,4,1,99,40,76,4,65.33,0,1053,1,14.92
Male,IT,Tier 2,9.37,4,7,76,73,95,1,86.68,7,1469,1,19.87
Female,IT,Tier 2,7.06,0,2,67,87,95,4,71.04,2,1857,0,0
Male,ECE,Tier 3,5.23,4,9,49,99,96,1,61.69,4,1741,0,0
Male,MECH,Tier 1,6.64,4,1,43,40,85,4,64.41,0,1153,0,0
Male,CSE,Tier 3,8.1,3,2,90,80,73,0,79.16,1,1231,0,0
Female,EEE,Tier 1,9.8,4,1,60,65,81,4,88.55,0,1468,1,20.5
Female,CIVIL,Tier 1,6.85,3,4,85,64,46,0,91.44,7,1870,1,15.58
Male,ECE,Tier 2,5.07,5,2,73,94,60,4,67.6,0,1287,0,0
Female,CSE,Tier 1,9.25,3,5,81,78,52,2,60.64,4,1897,1,17.91
Male,MECH,Tier 3,5.9,5,2,90,52,50,2,83.5,6,1057,0,0
Female,MECH,Tier 3,9.95,0,5,59,52,78,3,91.58,1,1126,0,0
Male,IT,Tier 3,6.14,1,3,67,95,92,1,89.9,1,1472,0,0
Male,ECE,Tier 2,8.29,5,7,70,92,93,0,74.88,1,898,1,17.66
Male,CIVIL,Tier 1,5.49,1,5,81,80,77,0,75.54,0,1414,1,12.34
Male,MECH,Tier 2,5.5,5,7,68,84,91,0,93.63,3,1785,1,15.7
Female,CSE,Tier 1,5.2,2,9,63,84,77,0,90.13,4,1832,1,12.91
Female,CIVIL,Tier 1,7.68,2,7,40,53,49,2,82.35,6,1819,1,15.67
Female,MECH,Tier 1,8.12,0,7,77,61,66,0,99.24,6,1761,1,15.94
Male,IT,Tier 3,6.26,0,6,97,64,78,4,86.47,5,1778,0,0
Male,CSE,Tier 3,9.17,2,2,85,65,43,1,74.79,1,1741,0,0
Male,EEE,Tier 2,9.15,2,3,89,80,85,2,81.71,1,892,1,16.16
Male,MECH,Tier 2,7.23,1,4,68,84,59,2,81.41,0,1628,0,0
Female,CIVIL,Tier 2,7.1,0,1,47,94,40,4,94.16,4,1219,0,0
Female,IT,Tier 2,5.18,2,2,88,46,41,2,96.24,5,1824,0,0
Female,EEE,Tier 1,7.73,5,9,76,74,90,0,96.91,0,973,1,17.98
Female,MECH,Tier 3,9.64,1,4,60,81,58,2,79.62,6,899,0,0
Male,CIVIL,Tier 1,8.5,2,8,67,84,84,2,90.04,4,937,1,15.7
Male,MECH,Tier 2,9.36,3,4,69,60,65,2,78.83,7,1927,1,18.65
Female,MECH,Tier 2,8.74,0,4,94,67,71,3,98.55,5,1018,0,0
Female,ECE,Tier 2,6.56,3,2,68,68,53,3,84.08,4,1886,0,0
Male,ECE,Tier 2,7.79,4,1,52,49,61,4,82.98,1,1858,0,0
Male,IT,Tier 3,7.39,2,7,77,96,95,1,96.6,3,1264,0,0
Male,ECE,Tier 2,7.32,4,2,67,77,75,1,72.52,6,865,1,14.26
Male,MECH,Tier 3,9.72,2,5,56,89,85,1,79.76,4,1287,0,0
Female,CIVIL,Tier 3,5.38,0,8,92,46,57,2,61.52,7,1931,0,0
Male,CIVIL,Tier 3,9.85,2,4,41,42,92,0,66.33,1,1580,0,0
Male,MECH,Tier 2,5.8,4,5,58,57,68,0,64.41,2,1113,0,0
Male,ECE,Tier 2,5.74,1,8,44,61,41,2,99.03,6,1230,0,0
Female,CIVIL,Tier 3,7.82,1,6,58,73,49,2,67.13,3,1029,0,0
Female,MECH,Tier 1,6.73,4,7,79,51,93,2,88.67,0,1876,1,16.59
Female,CSE,Tier 2,9.57,3,4,68,78,75,3,75.73,2,1198,1,17.92
Female,MECH,Tier 2,6.3,3,1,61,72,87,1,76.64,0,898,0,0
Male,IT,Tier 2,7.09,1,4,55,59,84,3,96.86,5,1650,0,0
Male,IT,Tier 3,5.25,1,9,48,96,41,3,89.97,1,1796,0,0
Female,ECE,Tier 3,9,1,1,74,81,79,4,76.68,1,1918,0,0
Female,CSE,Tier 2,6.06,2,1,71,76,49,4,60.1,1,979,0,0
Female,EEE,Tier 3,7.49,1,3,95,70,64,1,78.57,1,1154,0,0
Male,CIVIL,Tier 1,8.39,2,9,76,65,40,4,70.09,3,1770,1,15
Male,MECH,Tier 1,5.16,3,4,57,45,74,0,62.98,7,1825,1,13.6
Male,EEE,Tier 2,7.76,1,6,56,94,89,2,79.08,5,1155,1,13.73
Male,MECH,Tier 1,8.21,1,3,56,87,74,3,89.73,2,1133,1,16.07
Male,ECE,Tier 3,6.19,4,9,94,46,70,1,82.74,5,1639,0,0
Male,EEE,Tier 1,6.32,5,5,81,54,51,4,94.79,0,1764,1,15.55
Male,CSE,Tier 1,8.12,1,2,75,94,81,1,82.35,7,1712,1,16.4
Female,ECE,Tier 2,8.28,1,5,62,93,61,1,77.97,5,1545,1,15.58
Female,EEE,Tier 3,5.52,3,2,82,66,78,0,78.17,0,1804,0,0
Male,EEE,Tier 2,8.15,3,5,60,97,59,0,74.92,4,813,1,14.96
Female,CIVIL,Tier 1,9.25,3,1,61,97,97,2,90.07,1,1626,1,19.13
Female,EEE,Tier 1,7.89,1,9,65,92,96,2,94.92,2,1652,1,14.6
Female,ECE,Tier 1,9.15,3,7,71,47,91,2,95.2,5,1220,1,17.55
Female,IT,Tier 2,9.48,4,5,82,90,81,1,69.71,0,1477,1,20.1
Female,ECE,Tier 3,8.36,5,5,71,92,46,0,93.83,5,1548,0,0
Female,MECH,Tier 1,8.77,3,1,47,61,81,3,66.21,4,1531,1,18.94
Male,CSE,Tier 1,5.04,0,3,75,46,75,3,89.14,5,1721,0,0
Female,ECE,Tier 2,5.73,4,6,53,74,99,4,86.6,3,881,0,0
Female,MECH,Tier 2,8.36,2,3,93,88,96,3,63.96,4,997,1,16.19
Male,EEE,Tier 1,8.89,4,6,54,95,49,0,80.11,5,968,1,16.93
Male,CIVIL,Tier 2,7.95,5,3,48,60,78,4,84.82,2,897,0,0
Male,EEE,Tier 1,9.52,4,6,58,40,78,0,69.48,7,977,1,19.62
Male,CSE,Tier 2,9.88,2,1,68,73,70,0,79.84,0,983,1,17.55
Female,MECH,Tier 2,5.94,0,1,62,88,55,3,96.95,5,1024,0,0
Male,CIVIL,Tier 1,9.23,3,4,44,49,47,1,65.02,7,1883,1,17.64
Male,MECH,Tier 1,8.64,4,9,63,49,74,2,68.92,4,1161,1,17.41
Female,CSE,Tier 1,7.33,1,4,55,52,86,4,85.48,4,1294,1,14.73
Male,CIVIL,Tier 2,7.1,5,1,81,68,68,0,94.42,4,1009,1,14.95
Female,IT,Tier 1,5.23,4,3,76,69,60,3,90.46,2,948,0,0
Male,ECE,Tier 1,7.29,1,5,40,80,92,3,63.87,5,962,1,14.86
Female,EEE,Tier 1,7.66,4,4,83,48,64,4,68.64,5,1586,1,15.36
Male,ECE,Tier 3,7.64,4,9,63,78,88,4,82.54,7,1270,0,0
Female,CSE,Tier 3,8.91,5,3,50,70,86,4,61.26,7,1132,0,0
Male,ECE,Tier 3,8.56,3,9,98,49,97,3,88.88,4,866,0,0
Female,CIVIL,Tier 1,8.79,2,4,45,77,57,2,70.88,4,1301,1,17.6
Male,CSE,Tier 2,5.77,5,3,75,63,54,4,96.31,1,1120,0,0
Female,CIVIL,Tier 3,7.79,1,6,48,94,72,2,67.28,4,1767,0,0
Male,CSE,Tier 3,5.1,4,5,73,66,52,4,73.12,3,1035,0,0
Female,EEE,Tier 2,6.69,3,6,96,93,72,3,63.47,0,1283,1,14.65
Male,CSE,Tier 2,6.62,4,8,61,66,92,0,99.69,4,1985,1,17.45
Female,ECE,Tier 3,9.87,1,9,77,67,72,0,86.05,0,940,0,0
Male,CSE,Tier 3,9.05,2,7,76,65,44,1,92.63,7,1242,0,0
Male,CIVIL,Tier 1,7.69,3,9,88,95,74,4,80.56,5,1283,1,15.83
Female,ECE,Tier 3,9.44,5,3,94,88,44,4,86.79,0,1588,0,0
Female,EEE,Tier 3,5.14,0,4,77,47,42,3,89.18,1,1132,0,0
Male,IT,Tier 2,7.5,1,8,80,88,79,3,65.14,7,1237,1,14.82
Male,EEE,Tier 2,5.68,5,7,46,91,98,1,99.07,2,1511,1,15.68
Female,CSE,Tier 2,8.29,2,3,71,84,46,4,88.18,2,874,0,0
Female,IT,Tier 1,5.94,1,1,41,85,98,2,75.5,2,1860,1,14.1
Female,IT,Tier 2,7.22,0,4,70,76,42,2,61.15,7,1539,0,0
Female,EEE,Tier 3,6.9,1,1,54,41,56,0,79.53,5,1199,0,0
Female,ECE,Tier 3,9.97,4,8,99,87,98,0,94.86,0,1010,1,18.75
Male,MECH,Tier 1,8.59,2,6,81,97,52,1,66.44,4,1162,1,16.61
Male,CIVIL,Tier 1,7.54,2,4,56,98,59,0,82.81,7,1130,1,14.66
Female,MECH,Tier 1,9.06,4,1,99,55,96,0,85.6,1,1916,1,21.78
Male,CIVIL,Tier 2,8.9,2,9,95,66,57,0,64.24,4,1507,1,17.25
Male,MECH,Tier 2,9.18,1,4,47,41,71,2,60.21,6,1329,0,0
Male,IT,Tier 1,5.81,5,2,50,62,56,1,78.71,1,1164,1,15.15
Male,EEE,Tier 3,9.69,5,8,92,48,79,3,96.91,1,1824,1,19.46
Male,CIVIL,Tier 2,6.84,5,3,87,81,71,1,89.07,2,1172,1,15.45
Female,CIVIL,Tier 3,5.8,0,2,44,86,88,1,78.88,4,1876,0,0
Male,CIVIL,Tier 2,8.69,3,6,58,62,83,3,90.34,3,1117,1,17.22
Female,CIVIL,Tier 3,6.05,0,8,58,81,53,4,66.16,6,1941,0,0
Male,EEE,Tier 2,9.07,5,4,68,83,98,1,73.35,3,990,1,18.65
Female,IT,Tier 2,7.57,1,5,81,48,58,2,98.85,2,1734,0,0
Male,CIVIL,Tier 1,6.62,4,5,78,65,92,3,99.94,7,1192,1,15.15
Male,IT,Tier 3,9.08,5,3,58,45,82,1,90.06,3,1155,0,0
Female,CSE,Tier 3,6.61,2,9,85,50,43,0,98.62,5,1669,0,0
Male,ECE,Tier 1,5.3,0,8,76,59,90,0,98.42,0,997,1,10.49
Female,ECE,Tier 3,5.06,2,2,84,87,60,2,63.77,2,823,0,0
Male,ECE,Tier 2,7.24,3,3,75,81,67,0,84.56,0,1169,1,14.8
Male,CIVIL,Tier 2,7.21,0,3,84,78,83,2,81.57,3,1744,0,0
Male,EEE,Tier 1,7.26,5,7,91,45,90,2,78.7,4,1237,1,17.56
Female,MECH,Tier 3,7.59,2,1,84,91,72,0,96.82,6,979,0,0
Female,CIVIL,Tier 1,5.97,5,4,85,78,79,4,84.72,4,1676,1,14.69
Female,MECH,Tier 2,7.15,1,4,53,80,57,0,80.21,1,1482,0,0
Male,MECH,Tier 3,6.99,1,1,68,82,55,4,85.55,2,1965,0,0
Male,EEE,Tier 3,6.51,2,6,49,95,88,0,60.88,5,1227,0,0
Male,MECH,Tier 1,8.39,0,8,63,94,71,0,71.81,4,1183,1,14.83
Female,MECH,Tier 3,7.6,4,7,71,43,69,3,79.44,5,968,0,0
Female,MECH,Tier 3,5.78,3,9,47,74,75,4,64.1,5,960,0,0
Female,MECH,Tier 3,6.01,1,1,69,52,96,0,60.36,0,1895,0,0
Female,CIVIL,Tier 3,6.71,3,2,68,98,54,1,80.62,1,1121,0,0
Male,CSE,Tier 1,6.28,3,9,77,77,75,3,94.39,4,1527,1,13.46
Male,CIVIL,Tier 1,6.07,0,9,56,44,47,1,73.44,7,1406,0,0
Female,CSE,Tier 2,8.83,0,5,71,42,93,3,97.08,3,1424,0,0
Female,EEE,Tier 2,7.32,4,7,85,70,96,2,97.16,4,1867,1,18.59
Female,EEE,Tier 2,8.47,2,1,60,57,43,2,95.14,7,1779,0,0
Female,ECE,Tier 2,7.12,3,9,58,40,97,1,90.59,0,1029,1,16.14
Male,CSE,Tier 2,9.47,5,9,56,70,79,3,97.5,5,872,1,19.06
Male,MECH,Tier 2,9.38,0,4,92,83,56,3,78.04,4,1427,0,0
Female,EEE,Tier 3,8.04,2,9,66,77,48,3,64.96,4,1275,0,0
Male,EEE,Tier 2,7.33,4,5,48,83,77,3,75.47,3,805,0,0
Male,EEE,Tier 3,7.63,4,5,68,57,63,4,98.92,5,1306,0,0
Male,EEE,Tier 3,8.04,4,1,60,95,94,3,69.36,2,973,0,0
Male,CSE,Tier 1,7.03,4,7,41,57,51,4,96.86,0,853,0,0
Male,CIVIL,Tier 1,5.39,5,3,98,70,63,3,62.77,4,1042,1,14.21
Female,MECH,Tier 2,7.05,4,1,63,43,74,1,84.85,4,1692,0,0
Female,EEE,Tier 2,8.6,1,7,74,61,45,0,97.37,5,1630,1,15.06
Male,CSE,Tier 1,7.64,3,6,72,51,54,1,89.37,3,1798,1,16.19
Female,ECE,Tier 1,8.15,0,4,48,59,56,4,91.43,3,1438,0,0
